"Code","ShortDescription","LongDescription","isBasicLevel","AggregateLevel","parentCode"
"902740","Exposure meters","Exposure meters",1,6,"9027"
"902750","Instruments & app. for physical/chem. analysis, using optical radiations (U ...","Instruments & app. for physical/chem. analysis, using optical radiations (UV, visible, IR), n.e.s. in 90.27",1,6,"9027"
"902780","Instruments & app. for physical/chem. analysis, n.e.s. in 90.27","Instruments & app. for physical/chem. analysis, n.e.s. in 90.27",1,6,"9027"
"902790","Microtomes; parts & accessories of instr. & app. of 90.27","Microtomes; parts & accessories of instr. & app. of 90.27",1,6,"9027"
"9028","Gas, liquid or electricity supply or production meters","Gas, liquid or electricity supply or production meters, including calibrating meters therefor.",0,4,"90"
"902810","Gas meters, incl. calibrating meters therefor","Gas meters, incl. calibrating meters therefor",1,6,"9028"
"902820","Liquid meters, incl. calibrating meters therefor","Liquid meters, incl. calibrating meters therefor",1,6,"9028"
"902830","Electricity meters, incl. calibrating meters therefor","Electricity meters, incl. calibrating meters therefor",1,6,"9028"
"902890","Parts & accessories of the meters of 90.28","Parts & accessories of the meters of 90.28",1,6,"9028"
"9029","Revolution counters, production counters, taximeters, mileometers","Revolution counters, production counters, taximeters, mileometers, pedometers and the like; speed indicators and tachometers, other than those of heading 90.14 or 90.15; stroboscopes.",0,4,"90"
"902910","Revolution counters, production counters, taximeters, mileometers, pedomete ...","Revolution counters, production counters, taximeters, mileometers, pedometers and the like",1,6,"9029"
"902920","Speed indicators & tachometers; stroboscopes","Speed indicators & tachometers; stroboscopes",1,6,"9029"
"902990","Parts & accessories of the instr. of 90.29","Parts & accessories of the instr. of 90.29",1,6,"9029"
"9030","Oscilloscopes, spectrum analysers","Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking electrical quantities, excluding meters of heading 90.28; instruments and apparatus for measuring or detecting alpha, beta, gamma, X?ray, cosmic or other ionising radiations.",0,4,"90"
"903010","Instruments & app. for meas./detecting ionising radiations","Instruments & app. for meas./detecting ionising radiations",1,6,"9030"
"903020","Cathode-ray oscilloscopes & cathode-ray oscillographs","Cathode-ray oscilloscopes & cathode-ray oscillographs",1,6,"9030"
"903031","Multimeters","Multimeters",1,6,"9030"
"903039","Instruments & app. for meas./checking voltage/current/resistance/power (exc ...","Instruments & app. for meas./checking voltage/current/resistance/power (excl. of 9030.31), without a recording device",1,6,"9030"
"903040","Instruments & app. specially designed for telecommunications (e.g., cross-t ...","Instruments & app. specially designed for telecommunications (e.g., cross-talk meters, gain meas. instr., distortion factor meters, psophometers)",1,6,"9030"
"903082","Instruments & app. for meas./checking semiconductor wafers/devices","Instruments & app. for meas./checking semiconductor wafers/devices",1,6,"9030"
"903083","Instruments & app. for meas./checking electrical quantities (excl. of 9028. ...","Instruments & app. for meas./checking electrical quantities (excl. of 9028.30 & 9030.10-9030.82), with a recording device",1,6,"9030"
"903089","Instruments & app. for meas./checking electrical quantities (excl. of 9028. ...","Instruments & app. for meas./checking electrical quantities (excl. of 9028.30), n.e.s. in 90.30",1,6,"9030"
"903090","Parts & accessories of the instr. & app. of 90.30","Parts & accessories of the instr. & app. of 90.30",1,6,"9030"
"9031","Measuring or checking instruments, appliances and machines","Measuring or checking instruments, appliances and machines, not specified or included elsewhere in this Chapter; profile projectors.",0,4,"90"
"903110","Machines for balancing mech. parts","Machines for balancing mech. parts",1,6,"9031"
"903120","Test benches","Test benches",1,6,"9031"
"903130","Profile projectors","Profile projectors",1,6,"9031"
"903141","Optical instr. & appls. for inspecting semiconductor wafers/devices/for ins ...","Optical instr. & appls. for inspecting semiconductor wafers/devices/for inspecting photomasks/reticles used in manufacturing semiconductor devices (excl. of 9030.82)",1,6,"9031"
"903149","Optical meas./checking instr. & appls., n.e.s. in Ch.90","Optical meas./checking instr. & appls., n.e.s. in Ch.90",1,6,"9031"
"903180","Measuring/checking instr., app.& machines, n.e.s. in Ch. 90","Measuring/checking instr., app.& machines, n.e.s. in Ch. 90",1,6,"9031"
"903190","Parts & accessories of the instr., app. & machines of 90.31","Parts & accessories of the instr., app. & machines of 90.31",1,6,"9031"
"9032","Automatic regulating or controlling instruments and apparatus.","Automatic regulating or controlling instruments and apparatus.",0,4,"90"
"903210","Thermostats","Thermostats",1,6,"9032"
"903220","Manostats","Manostats",1,6,"9032"
"903281","Hydraulic/pneumatic auto. regulating/controlling instr. & app.","Hydraulic/pneumatic auto. regulating/controlling instr. & app.",1,6,"9032"
"903289","Automatic regulating/controlling instr. & app., n.e.s. in 90.32","Automatic regulating/controlling instr. & app., n.e.s. in 90.32",1,6,"9032"
"903290","Parts & accessories of the instr. & app. of 90.32","Parts & accessories of the instr. & app. of 90.32",1,6,"9032"
"9033","Parts and accessories (not specified or included elsewhere in this Chapter) ...","Parts and accessories (not specified or included elsewhere in this Chapter) for machines, appliances, instruments or apparatus of Chapter 90.",0,4,"90"
"903300","Parts & accessories n.e.s. in Ch.90. for machines/appls./instr./app. of Ch. ...","Parts & accessories n.e.s. in Ch.90. for machines/appls./instr./app. of Ch.90",1,6,"9033"
"91","Clocks and watches and parts thereof","Clocks and watches and parts thereof",0,2,"TOTAL"
"9101","Wrist-watches, pocket-watches and other watches, including stop-watches","Wrist-watches, pocket-watches and other watches, including stop-watches, with case of precious metal or of metal clad with precious metal.",0,4,"91"
"910111","Wrist-watches, electrically operated, whether or not incorp. a stop-watch f ...","Wrist-watches, electrically operated, whether or not incorp. a stop-watch facility, with mech. display only, with case of precious metal/metal clad with precious metal",1,6,"9101"
"910112","Wrist-watches, electrically operated, whether or not incorp. a stop-watch f ...","Wrist-watches, electrically operated, whether or not incorp. a stop-watch facility, with opto-electronic display only, with case of precious metal/metal clad with precious metal",1,6,"9101"
"910119","Wrist-watches, electrically operated, whether or not incorp. a stop-watch f ...","Wrist-watches, electrically operated, whether or not incorp. a stop-watch facility (excl. of 9101.11 & 9101.12), with case of precious metal/metal clad with precious metal",1,6,"9101"
"910121","Wrist-watches other than electrically operated, whether or not incorp. a st ...","Wrist-watches other than electrically operated, whether or not incorp. a stop-watch facility, with auto. winding, with case of precious metal/metal clad with precious metal",1,6,"9101"
"910129","Wrist-watches other than electrically operated, whether or not incorp. a st ...","Wrist-watches other than electrically operated, whether or not incorp. a stop-watch facility (excl. with auto. winding), with case of precious metal/metal clad with precious metal",1,6,"9101"
"910191","Pocket-watches & oth. watches (excl. wrist-watches), incl. stop-watches, el ...","Pocket-watches & oth. watches (excl. wrist-watches), incl. stop-watches, electrically operated, with case of precious metal/metal clad with precious metal",1,6,"9101"
"910199","Pocket-watches & oth. watches (excl. wrist-watches), incl. stop-watches (ex ...","Pocket-watches & oth. watches (excl. wrist-watches), incl. stop-watches (excl. electrically operated), with case of precious metal/metal clad with precious metal",1,6,"9101"
"9102","Wrist-watches, pocket-watches and other watches, including stop-watches","Wrist-watches, pocket-watches and other watches, including stop-watches, other than those of heading 91.01.",0,4,"91"
"910211","Wrist-watches, electrically operated, whether or not incorp. a stop-watch f ...","Wrist-watches, electrically operated, whether or not incorp. a stop-watch facility, with mech. display only, other than with case of precious metal/metal clad with precious metal",1,6,"9102"
"910212","Wrist-watches, electrically operated, whether or not incorp. a stop-watch f ...","Wrist-watches, electrically operated, whether or not incorp. a stop-watch facility, with opto-electronic display only, other than with case of precious metal/metal clad with precious metal",1,6,"9102"
"910219","Wrist-watches, electrically operated, whether or not incorp. a stop-watch f ...","Wrist-watches, electrically operated, whether or not incorp. a stop-watch facility (excl. of 9102.11 & 9102.12), other than with case of precious metal/metal clad with precious metal",1,6,"9102"
"910221","Wrist-watches other than electrically operated, whether or not incorp. a st ...","Wrist-watches other than electrically operated, whether or not incorp. a stop-watch facility, with auto. winding, other than with case of precious metal/metal clad with precious metal",1,6,"9102"
"910229","Wrist-watches other than electrically operated, whether or not incorp. a st ...","Wrist-watches other than electrically operated, whether or not incorp. a stop-watch facility (excl. with auto. winding) other than with case of precious metal/metal clad with precious metal",1,6,"9102"
"910291","Pocket-watches & oth. watches (excl. wrist-watches), incl. stop-watches, el ...","Pocket-watches & oth. watches (excl. wrist-watches), incl. stop-watches, electrically operated, other than with case of precious metal/metal clad with precious metal",1,6,"9102"
"910299","Pocket-watches & oth. watches (excl. wrist-watches), incl. stop-watches (ex ...","Pocket-watches & oth. watches (excl. wrist-watches), incl. stop-watches (excl. electrically operated), other than with case of precious metal/metal clad with precious metal",1,6,"9102"
"9103","Clocks with watch movements, excluding clocks of heading 91.04.","Clocks with watch movements, excluding clocks of heading 91.04.",0,4,"91"
"910310","Clocks with watch movements (excl. of 91.04), electrically operated","Clocks with watch movements (excl. of 91.04), electrically operated",1,6,"9103"
"910390","Clocks with watch movements (excl. of 91.04), other than electrically opera ...","Clocks with watch movements (excl. of 91.04), other than electrically operated",1,6,"9103"
"9104","Instrument panel clocks and clocks of a similar type for vehicles, aircraft ...","Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels.",0,4,"91"
"910400","Instrument panel clocks & clocks of a sim. type for vehicles/aircraft/space ...","Instrument panel clocks & clocks of a sim. type for vehicles/aircraft/spacecraft/vessels",1,6,"9104"
"9105","Other clocks.","Other clocks.",0,4,"91"
"910511","Alarm clocks, electrically operated","Alarm clocks, electrically operated",1,6,"9105"
"910519","Alarm clocks, other than electrically operated","Alarm clocks, other than electrically operated",1,6,"9105"
"910521","Wall clocks, electrically operated","Wall clocks, electrically operated",1,6,"9105"
"910529","Wall clocks, other than electrically operated","Wall clocks, other than electrically operated",1,6,"9105"
"910591","Clocks (excl. alarm clocks, wall clocks), electrically operated","Clocks (excl. alarm clocks, wall clocks), electrically operated",1,6,"9105"
"910599","Clocks (excl. alarm clocks, wall clocks), other than electrically operated","Clocks (excl. alarm clocks, wall clocks), other than electrically operated",1,6,"9105"
"9106","Time of day recording apparatus and apparatus for measuring, recording","Time of day recording apparatus and apparatus for measuring, recording or otherwise indicating intervals of time, with clock or watch movement or with synchronous motor (for example, time-registers, time-recorders).",0,4,"91"
"910610","Time-registers; time-recorders, with clock/watch movement/with synchronous  ...","Time-registers; time-recorders, with clock/watch movement/with synchronous motor",1,6,"9106"
"910620","Parking meters, with clock/watch movement/with synchronous motor","Parking meters, with clock/watch movement/with synchronous motor",1,6,"9106"
"910690","Time of day recording app. & app. for meas., recording/othw. indicating int ...","Time of day recording app. & app. for meas., recording/othw. indicating intervals of time (excl. of 9106.10 & 9106.20), with clock/watch movement/with synchronous motor",1,6,"9106"
"9107","Time switches with clock or watch movement or with synchronous motor.","Time switches with clock or watch movement or with synchronous motor.",0,4,"91"
"910700","Time switches with clock/watch movement/with synchronous motor","Time switches with clock/watch movement/with synchronous motor",1,6,"9107"
"9108","Watch movements, complete and assembled.","Watch movements, complete and assembled.",0,4,"91"
"910811","Watch movements, complete & assembled, electrically operated, with mech. di ...","Watch movements, complete & assembled, electrically operated, with mech. display only/with a device to which a mech. display can be incorporated",1,6,"9108"
"910812","Watch movements, complete & assembled, electrically operated, with opto-ele ...","Watch movements, complete & assembled, electrically operated, with opto-electronic display only",1,6,"9108"
"910819","Watch movements, complete & assembled, electrically operated, n.e.s. in 91. ...","Watch movements, complete & assembled, electrically operated, n.e.s. in 91.08",1,6,"9108"
"910820","Watch movements, complete & assembled (excl. electrically operated), with a ...","Watch movements, complete & assembled (excl. electrically operated), with auto. winding",1,6,"9108"
"910890","Watch movements, complete & assembled (excl. electrically operated), other  ...","Watch movements, complete & assembled (excl. electrically operated), other than with auto winding",1,6,"9108"
"9109","Clock movements, complete and assembled.","Clock movements, complete and assembled.",0,4,"91"
"910911","Clock movements, complete & assembled, electrically operated, of alarm cloc ...","Clock movements, complete & assembled, electrically operated, of alarm clocks",1,6,"9109"
"910919","Clock movements, complete & assembled, electrically operated, other than of ...","Clock movements, complete & assembled, electrically operated, other than of alarm clocks",1,6,"9109"
"910990","Clock movements, complete & assembled, other than electrically operated","Clock movements, complete & assembled, other than electrically operated",1,6,"9109"
"9110","Complete watch or clock movements, unassembled or partly assembled (movemen ...","Complete watch or clock movements, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch or clock movements.",0,4,"91"
"911011","Watch movements, complete, unassembled/partly assembled (movement sets) of  ...","Watch movements, complete, unassembled/partly assembled (movement sets) of watches",1,6,"9110"
"911012","Incomplete movements, assembled, of watches","Incomplete movements, assembled, of watches",1,6,"9110"
"911019","Rough movements, of watches","Rough movements, of watches",1,6,"9110"
"911090","Clock movements, complete, unassembled/partly assembled (movement sets); in ...","Clock movements, complete, unassembled/partly assembled (movement sets); incomplete clock movements, assembled; rough clock movements",1,6,"9110"
"9111","Watch cases and parts thereof.","Watch cases and parts thereof.",0,4,"91"
"911110","Watch cases of precious metal/metal clad with precious metal","Watch cases of precious metal/metal clad with precious metal",1,6,"9111"
"911120","Watch cases of base metal, whether or not gold- /silver-plated","Watch cases of base metal, whether or not gold- /silver-plated",1,6,"9111"
"911180","Watch cases n.e.s. in 91.11","Watch cases n.e.s. in 91.11",1,6,"9111"
"911190","Parts of the watch cases of 91011","Parts of the watch cases of 91011",1,6,"9111"
"9112","Clock cases and cases of a similar type for other goods of this Chapter","Clock cases and cases of a similar type for other goods of this Chapter, and parts thereof.",0,4,"91"
"911220","Clock cases & cases of a sim. type for oth. gds. of Ch.91","Clock cases & cases of a sim. type for oth. gds. of Ch.91",1,6,"9112"
"911290","Parts of the clock cases & cases of a sim. type for oth. gds. of Ch.91, of  ...","Parts of the clock cases & cases of a sim. type for oth. gds. of Ch.91, of 9112.20",1,6,"9112"
"9113","Watch straps, watch bands and watch bracelets, and parts thereof.","Watch straps, watch bands and watch bracelets, and parts thereof.",0,4,"91"
"911310","Watch straps, watch bands & watch bracelets, & parts thereof , of precious  ...","Watch straps, watch bands & watch bracelets, & parts thereof , of precious metal/of metal clad with precious metal",1,6,"9113"
"911320","Watch straps, watch bands & watch bracelets, & parts thereof , of base meta ...","Watch straps, watch bands & watch bracelets, & parts thereof , of base metal, whether or not gold- /silver-plated",1,6,"9113"
"911390","Watch straps, watch bands & watch bracelets, & parts thereof , n.e.s. in 91 ...","Watch straps, watch bands & watch bracelets, & parts thereof , n.e.s. in 91.13",1,6,"9113"
"9114","Other clock or watch parts.","Other clock or watch parts.",0,4,"91"
"911410","Springs, incl. hair-springs, for clocks/watches","Springs, incl. hair-springs, for clocks/watches",1,6,"9114"
"911420","Jewels for clocks/watches","Jewels for clocks/watches",1,6,"9114"
"911430","Dials for clocks/watches","Dials for clocks/watches",1,6,"9114"
"911440","Plates & bridges for clocks/watches","Plates & bridges for clocks/watches",1,6,"9114"
"911490","Clock/watch parts (excl. glasses, movements, cases, straps/bands/bracelets) ...","Clock/watch parts (excl. glasses, movements, cases, straps/bands/bracelets), n.e.s. in 91.14",1,6,"9114"
"92","Musical instruments; parts and accessories of such articles","Musical instruments; parts and accessories of such articles",0,2,"TOTAL"
"9201","Pianos, including automatic pianos; harpsichords","Pianos, including automatic pianos; harpsichords and other keyboard stringed instruments.",0,4,"92"
"920110","Upright pianos, incl. auto. pianos","Upright pianos, incl. auto. pianos",1,6,"9201"
"920120","Grand pianos, incl. auto. pianos","Grand pianos, incl. auto. pianos",1,6,"9201"
"920190","Harpsichords & oth. keyboard stringed instr. (excl. pianos)","Harpsichords & oth. keyboard stringed instr. (excl. pianos)",1,6,"9201"
"9202","Other string musical instruments (for example, guitars, violins, harps).","Other string musical instruments (for example, guitars, violins, harps).",0,4,"92"
"920210","String musical instr. (e.g., violins, cellos) played with a bow","String musical instr. (e.g., violins, cellos) played with a bow",1,6,"9202"
"920290","String musical instr. (e.g., guitars, harps) n.e.s. in 92.02","String musical instr. (e.g., guitars, harps) n.e.s. in 92.02",1,6,"9202"
"9203","Keyboard pipe organs; harmoniums and similar keyboard instruments with free ...","Keyboard pipe organs; harmoniums and similar keyboard instruments with free metal reeds.",0,4,"92"
"920300","Keyboard pipe organs; harmoniums & sim. keyboard instr. with free metal ree ...","Keyboard pipe organs; harmoniums & sim. keyboard instr. with free metal reeds",1,6,"9203"
"9204","Accordions and similar instruments; mouth organs.","Accordions and similar instruments; mouth organs.",0,4,"92"
"920410","Accordions & sim. instr.","Accordions & sim. instr.",1,6,"9204"
"920420","Mouth organs","Mouth organs",1,6,"9204"
"9205","Other wind musical instruments (for example, clarinets, trumpets, bagpipes) ...","Other wind musical instruments (for example, clarinets, trumpets, bagpipes).",0,4,"92"
"920510","Brass-wind musical instr. (e.g., trumpets, trombones)","Brass-wind musical instr. (e.g., trumpets, trombones)",1,6,"9205"
"920590","Wind musical instr. (e.g., clarinets, bagpipes) other than brass-wind instr ...","Wind musical instr. (e.g., clarinets, bagpipes) other than brass-wind instr.",1,6,"9205"
"9206","Percussion musical instruments","Percussion musical instruments (for example, drums, xylophones, cymbals, castanets, maracas).",0,4,"92"
"920600","Percussion musical instr. (e.g., drums, xylophones, cymbals, castanets, mar ...","Percussion musical instr. (e.g., drums, xylophones, cymbals, castanets, maracas)",1,6,"9206"
"9207","Musical instruments, the sound of which is produced, or must be amplified,  ...","Musical instruments, the sound of which is produced, or must be amplified, electrically (for example, organs, guitars, accordions).",0,4,"92"
"920710","Keyboard instr. other than accordions, the sound of which is produced/must  ...","Keyboard instr. other than accordions, the sound of which is produced/must be amplified, electrically",1,6,"9207"
"920790","Musical instr. (excl. keyboard instruments other than accordions), the soun ...","Musical instr. (excl. keyboard instruments other than accordions), the sound of which is produced/must be amplified, electrically",1,6,"9207"
"9208","Musical boxes, fairground organs, mechanical street organs, mechanical sing ...","Musical boxes, fairground organs, mechanical street organs, mechanical singing birds, musical saws and other musical instruments not falling within any other heading of this Chapter; decoy calls of all kinds; whistles, call horns and other mouth-blown sound signalling instruments.",0,4,"92"
"920810","Musical boxes","Musical boxes",1,6,"9208"
"920890","Fairground organs, mech. street organs, mech. singing birds...; decoy calls ...","Fairground organs, mech. street organs, mech. singing birds...; decoy calls of all kinds; whistles, call horns & oth. mouth-blown sound signalling instr. [see complete text #152]",1,6,"9208"
"9209","Parts (for example, mechanisms for musical boxes) and accessories","Parts (for example, mechanisms for musical boxes) and accessories (for example, cards, discs and rolls for mechanical instruments) of musical instruments; metronomes, tuning forks and pitch pipes of all kinds.",0,4,"92"
"920910","Metronomes, tuning forks & pitch pipes of all kinds","Metronomes, tuning forks & pitch pipes of all kinds",1,6,"9209"
"920920","Mechanisms for musical boxes","Mechanisms for musical boxes",1,6,"9209"
"920930","Musical instrument strings","Musical instrument strings",1,6,"9209"
"920991","Parts & accessories of pianos","Parts & accessories of pianos",1,6,"9209"
"920992","Parts & accessories of the musical instr. of 92.02","Parts & accessories of the musical instr. of 92.02",1,6,"9209"
"920993","Parts & accessories of the musical instr. of 92.03","Parts & accessories of the musical instr. of 92.03",1,6,"9209"
"920994","Parts & accessories of the musical instr. of 92.07","Parts & accessories of the musical instr. of 92.07",1,6,"9209"
"920999","Parts & accessories of musical instr., n.e.s. in 92.09","Parts & accessories of musical instr., n.e.s. in 92.09",1,6,"9209"
"93","Arms and ammunition; parts and accessories thereof","Arms and ammunition; parts and accessories thereof",0,2,"TOTAL"
"9301","Military weapons, other than revolvers, pistols and the arms of heading 93. ...","Military weapons, other than revolvers, pistols and the arms of heading 93.07.",0,4,"93"
"930111","Artillery weapons (e.g., guns, howitzers & mortars), self-propelled","Artillery weapons (e.g., guns, howitzers & mortars), self-propelled",1,6,"9301"
"930119","Artillery weapons (e.g., guns, howitzers & mortars), other than self-propel ...","Artillery weapons (e.g., guns, howitzers & mortars), other than self-propelled",1,6,"9301"
"930120","Rocket launchers; flame-throwers; grenade launchers; torpedo tubes & sim. p ...","Rocket launchers; flame-throwers; grenade launchers; torpedo tubes & sim. projectors",1,6,"9301"
"930190","Military weapons, other than revolvers, pistols & the arms of 93.07, n.e.s. ...","Military weapons, other than revolvers, pistols & the arms of 93.07, n.e.s. in 93.01",1,6,"9301"
"9302","Revolvers and pistols, other than those of heading 93.03 or 93.04.","Revolvers and pistols, other than those of heading 93.03 or 93.04.",0,4,"93"
"930200","Revolvers & pistols (excl. of 93.03/93.04)","Revolvers & pistols (excl. of 93.03/93.04)",1,6,"9302"
"9303","Other firearms and similar devices which operate by the firing of an explos ...","Other firearms and similar devices which operate by the firing of an explosive charge (for example, sporting shotguns and rifles, muzzle-loading firearms, Very pistols and other devices designed to project only signal flares, pistols and revolvers for firing blank ammunition, captive-bolt humane killers, line-throwing guns).",0,4,"93"
"930310","Muzzle-loading firearms","Muzzle-loading firearms",1,6,"9303"
"930320","Sporting/hunting/target-shooting shotguns, incl. combination shotgun-rifles ...","Sporting/hunting/target-shooting shotguns, incl. combination shotgun-rifles (excl. muzzle-loading)",1,6,"9303"
"930330","Sporting/hunting/target-shooting rifles (excl. combination shotgun-rifles;  ...","Sporting/hunting/target-shooting rifles (excl. combination shotgun-rifles; excl. muzzle-loading)",1,6,"9303"
"930390","Other firearms..., Very pistols&oth. devices designed to project only signa ...","Other firearms..., Very pistols&oth. devices designed to project only signal flares, pistols&revolvers for firing blank ammunition, captive-bolt humane killers... [see complete text #153]",1,6,"9303"
"9304","Other arms (for example, spring, air or gas guns and pistols, truncheons)","Other arms (for example, spring, air or gas guns and pistols, truncheons), excluding those of heading 93.07.",0,4,"93"
"930400","Other arms (e.g., spring/air/gas guns & pistols, truncheons) (excl. of 93.0 ...","Other arms (e.g., spring/air/gas guns & pistols, truncheons) (excl. of 93.01-93.03 & 93.07)",1,6,"9304"
"9305","Parts and accessories of articles of headings 93.01 to 93.04.","Parts and accessories of articles of headings 93.01 to 93.04.",0,4,"93"
"930510","Parts & accessories of revolvers/pistols","Parts & accessories of revolvers/pistols",1,6,"9305"
"930521","Shotgun barrels","Shotgun barrels",1,6,"9305"
"930529","Parts & accessories of shotguns/rifles of 93.03, other than shotgun barrels ...","Parts & accessories of shotguns/rifles of 93.03, other than shotgun barrels",1,6,"9305"
"930591","Parts & accessories of military weapons of 93.01","Parts & accessories of military weapons of 93.01",1,6,"9305"
"930599","Parts & accessories of arts. of 93.01-93.04, n.e.s. in 93.05","Parts & accessories of arts. of 93.01-93.04, n.e.s. in 93.05",1,6,"9305"
"9306","Bombs, grenades, torpedoes, mines, missiles and similar munitions of war","Bombs, grenades, torpedoes, mines, missiles and similar munitions of war and parts thereof; cartridges and other ammunition and projectiles and parts thereof, including shot and cartridge wads.",0,4,"93"
"930610","Cartridges for riveting/sim. tools/for captive-bolt humane killers & parts  ...","Cartridges for riveting/sim. tools/for captive-bolt humane killers & parts thereof",1,6,"9306"
"930621","Shotgun cartridges & parts thereof","Shotgun cartridges & parts thereof",1,6,"9306"
"930629","Air gun pellets","Air gun pellets",1,6,"9306"
"930630","Cartridges other than for riveting/sim. tools/for captive-bolt humane kille ...","Cartridges other than for riveting/sim. tools/for captive-bolt humane killers/for shotguns, & parts thereof",1,6,"9306"
"930690","Bombs, grenades, torpedoes, mines, missiles & sim. munitions of war & parts ...","Bombs, grenades, torpedoes, mines, missiles & sim. munitions of war & parts thereof ; oth. ammunition & projectiles & parts thereof , incl. shot & cartridge wads",1,6,"9306"
"9307","Swords, cutlasses, bayonets, lances and similar arms and parts thereof","Swords, cutlasses, bayonets, lances and similar arms and parts thereof and scabbards and sheaths therefor.",0,4,"93"
"930700","Swords, cutlasses, bayonets, lances & sim. arms & parts thereof & scabbards ...","Swords, cutlasses, bayonets, lances & sim. arms & parts thereof & scabbards & sheaths therefor",1,6,"9307"
"94","Furniture; bedding, mattresses, cushions and similar stuffed furnishing","Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, not elsewhere specified or included; illuminated sign illuminated nameplates and the like; prefabricated buildings",0,2,"TOTAL"
"9401","Seats (other than those of heading 94.02), whether or not convertible into  ...","Seats (other than those of heading 94.02), whether or not convertible into beds, and parts thereof.",0,4,"94"
"940110","Seats of a kind used for aircraft","Seats of a kind used for aircraft",1,6,"9401"
"940120","Seats of a kind used for motor vehicles","Seats of a kind used for motor vehicles",1,6,"9401"
"940130","Swivel seats with variable height adjustment (excl. of 94.02)","Swivel seats with variable height adjustment (excl. of 94.02)",1,6,"9401"
"940140","Seats other than garden seats/camping equip., convertible into beds","Seats other than garden seats/camping equip., convertible into beds",1,6,"9401"
"940150","Seats of cane/osier/bamboo/sim. mats.","Seats of cane/osier/bamboo/sim. mats.",1,6,"9401"
"940161","Seats (excl. of 9401.10-9401.50), with wooden frames, upholstered","Seats (excl. of 9401.10-9401.50), with wooden frames, upholstered",1,6,"9401"
"940169","Seats (excl. of 9401.10-9401.50), with wooden frames, other than upholstere ...","Seats (excl. of 9401.10-9401.50), with wooden frames, other than upholstered",1,6,"9401"
"940171","Seats (excl. of 9401.10-9401.50 & 94.02), with metal frames, upholstered","Seats (excl. of 9401.10-9401.50 & 94.02), with metal frames, upholstered",1,6,"9401"
"940179","Seats (excl. of 9401.10-9401.50 & 94.02), with metal frames, other than uph ...","Seats (excl. of 9401.10-9401.50 & 94.02), with metal frames, other than upholstered",1,6,"9401"
"940180","Seats (excl. of 64.02), n.e.s. in 94.01","Seats (excl. of 64.02), n.e.s. in 94.01",1,6,"9401"
"940190","Parts of the seats of 94.01","Parts of the seats of 94.01",1,6,"9401"
"9402","Medical, surgical, dental or veterinary furniture","Medical, surgical, dental or veterinary furniture (for example, operating tables, examination tables, hospital beds with mechanical fittings, dentists' chairs); barbers' chairs and similar chairs, having rotating as well as both reclining and elevating movements; parts of the foregoing articles.",0,4,"94"
"940210","Dentists' chairs; barbers'/sim. chairs having rotating as well as both recl ...","Dentists' chairs; barbers'/sim. chairs having rotating as well as both reclining & elevating movements, & parts thereof",1,6,"9402"
"940290","Medical/surgical/veterinary furniture (e.g., op. tables, examination tables ...","Medical/surgical/veterinary furniture (e.g., op. tables, examination tables, hospital beds with mech. fittings; parts of the foregoing arts.)",1,6,"9402"
"9403","Other furniture and parts thereof.","Other furniture and parts thereof.",0,4,"94"
"940310","Metal furniture of a kind used in offices","Metal furniture of a kind used in offices",1,6,"9403"
"940320","Metal furniture (excl. of 94.01 & 94.02)","Metal furniture (excl. of 94.01 & 94.02)",1,6,"9403"
"940330","Wooden furniture of a kind used in offices","Wooden furniture of a kind used in offices",1,6,"9403"
"940340","Wooden furniture of a kind used in the kitchen","Wooden furniture of a kind used in the kitchen",1,6,"9403"
"940350","Wooden furniture of a kind used in the bedroom","Wooden furniture of a kind used in the bedroom",1,6,"9403"
"940360","Wooden furniture (excl. of 94.01 & 9403.30-9403.50)","Wooden furniture (excl. of 94.01 & 9403.30-9403.50)",1,6,"9403"
"940370","Furniture of plastics (excl. of 94.01)","Furniture of plastics (excl. of 94.01)",1,6,"9403"
"940380","Furniture of mats. other than metal/wood/plastics, incl. cane/osier/bamboo/ ...","Furniture of mats. other than metal/wood/plastics, incl. cane/osier/bamboo/sim. mats. (excl. of 94.01)",1,6,"9403"
"940390","Parts of the furniture of 94.03","Parts of the furniture of 94.03",1,6,"9403"
"9404","Mattress supports; articles of bedding and similar furnishing","Mattress supports; articles of bedding and similar furnishing (for example, mattresses, quilts, eiderdowns, cushions, pouffes and pillows) fitted with springs or stuffed or internally fitted with any material or of cellular rubber or plastics, whether or not covered.",0,4,"94"
"940410","Mattress supports","Mattress supports",1,6,"9404"
"940421","Mattresses of cellular rubber/plastics, whether or not covered","Mattresses of cellular rubber/plastics, whether or not covered",1,6,"9404"
"940429","Mattresses of oth. mats. (excl. cellular rubber/plastics)","Mattresses of oth. mats. (excl. cellular rubber/plastics)",1,6,"9404"
"940430","Sleeping bags","Sleeping bags",1,6,"9404"
"940490","Other arts. of bedding & sim. furnishing...fitted with springs/stuffed/inte ...","Other arts. of bedding & sim. furnishing...fitted with springs/stuffed/internally fitted with any mat./of cellular rubber/plastics, whether or not covered [see complete text #154]",1,6,"9404"
